,temp,humidity
325,22.04,50.15
326,22.61,54.03
327,22.46,51.34
328,22.66,50.61
329,21.56,53.3
330,21.47,50.07
331,20.54,45.78
332,20.06,51.08
333,21.22,48.63
334,20.86,49.7
335,20.04,45.1
336,20.14,46.21
337,19.36,48.23
338,20.63,47.13
339,19.35,45.87
340,18.82,48.45
341,18.22,42.13
342,19.77,44.87
343,16.6,47.78
344,17.1,45.9
345,17.47,42.32
346,17.21,46.74
347,16.51,44.42
348,15.06,44.28
349,16.66,41.34
350,16.29,41.63
351,15.27,45.52
352,16.6,38.41
353,16.1,41.75
354,16.07,42.49
355,14.72,41.97
356,14.17,38.61
357,14.25,40.95
358,15.39,39.95
359,15.44,41.39
360,13.34,40.57
361,14.1,41.61
362,13.45,40.17
363,13.64,37.01
364,11.56,34.08
365,12.36,40.67
366,14.53,40.13
367,12.52,41.29
368,11.58,33.81
369,12.35,39.01
370,12.37,34.23
371,11.82,35.02
372,9.1,34.44
373,10.23,30.62
374,10.49,34.71
375,10.0,37.56
376,10.57,37.55
377,10.42,34.89
378,10.2,33.32
379,10.17,32.38
380,10.63,34.24
381,8.88,29.6
382,10.91,32.0
383,8.19,28.31
384,10.26,30.53
385,8.66,34.23
386,9.71,34.48
387,6.64,33.56
388,7.09,31.86
389,9.35,30.14
390,6.48,31.71
391,7.99,30.98
392,7.34,27.7
393,6.81,27.0
394,5.87,31.24
395,5.52,28.58
396,5.16,28.7
397,8.71,25.77
398,7.78,27.84
399,4.11,29.89
400,6.52,25.89
401,6.66,30.52
402,4.26,26.9
403,7.21,26.91
404,5.59,29.03
405,4.97,27.7
406,4.72,23.94
407,3.86,25.24
408,4.46,26.94
409,5.36,24.7
410,4.12,23.2
411,4.02,27.2
412,4.4,23.1
413,3.2,25.24
414,3.49,23.85
415,6.68,26.57
416,2.34,22.2
417,3.55,24.5
418,3.04,24.41
419,3.36,25.43
420,2.42,22.75
421,2.75,23.27
422,3.55,21.36
423,3.87,24.5
424,1.61,26.43
425,1.97,22.57
426,0.21,19.18
427,2.75,22.5
428,2.01,22.53
429,2.32,22.49
430,2.34,25.27
431,2.83,21.53
432,3.12,22.08
433,1.81,23.57
434,3.55,24.66
435,0.39,27.65
436,0.82,24.03
437,0.99,15.81
438,1.37,23.08
439,1.65,25.51
440,2.65,18.81
441,0.01,21.16
442,1.48,22.14
443,0.75,19.72
444,-0.26,18.46
445,-0.5,20.58
446,-1.35,18.77
447,-0.61,21.06
448,1.69,20.6
449,0.23,23.18
450,-0.09,22.19
451,1.05,20.3
452,1.57,18.5
453,-1.11,20.56
454,0.58,21.82
455,-0.5,20.82
456,2.05,19.4
457,0.52,19.88
458,0.46,21.7
459,1.82,21.55
460,-0.96,18.29
461,0.25,20.51
462,0.64,19.13
463,-1.37,18.12
464,0.68,19.54
465,0.08,17.84
466,0.92,19.15
467,0.6,21.96
468,-0.03,17.04
469,-0.63,19.71
470,0.32,20.24
471,0.37,17.48
472,1.06,18.57
473,0.62,20.35
474,0.51,25.13
475,0.42,21.85
476,-0.59,20.79
477,0.88,22.07
478,1.06,23.67
479,-0.03,19.6
480,-0.58,19.28
481,1.05,19.61
482,0.91,20.0
483,-1.42,20.44
484,0.56,20.25
485,0.42,22.22
486,0.09,19.51
487,-0.9,20.26
488,0.18,20.63
489,-0.93,21.14
490,0.36,23.0
491,2.4,22.36
492,1.07,21.17
493,-0.13,24.45
494,0.52,17.94
495,0.51,20.78
496,0.57,28.14
497,0.55,20.6
498,-0.59,17.34
499,-0.56,22.79
500,1.52,21.92
501,0.85,19.69
502,2.8,20.55
503,1.24,19.27
504,1.48,17.82
505,1.18,22.43
506,1.77,18.35
507,2.01,22.17
508,1.27,23.81
509,1.99,20.23
510,2.65,22.96
511,2.57,23.75
512,3.75,22.99
513,1.23,24.65
514,2.64,22.87
515,1.49,19.82
516,2.7,27.94
517,2.62,24.83
518,1.26,20.92
519,3.07,21.89
520,1.26,22.82
521,2.36,24.5
522,3.07,23.05
523,4.95,21.68
524,2.47,23.59
525,5.06,28.11
526,4.05,24.08
527,5.03,25.36
528,4.61,25.3
529,4.09,23.13
530,2.95,27.03
531,4.52,27.13
532,3.9,26.23
533,3.85,27.81
534,6.11,25.56
535,4.79,25.95
536,5.57,30.38
537,5.68,27.1
538,4.46,23.66
539,5.85,29.59
540,6.57,29.94
541,6.75,29.63
542,7.17,30.21
543,5.87,30.19
544,4.58,28.04
545,7.55,28.88
546,6.54,30.89
547,5.83,27.99
548,5.37,28.25
549,8.77,29.46
550,7.0,27.1
551,7.84,29.83
552,7.24,31.07
553,9.29,31.11
554,7.77,31.28
555,6.14,28.74
556,8.48,28.73
557,8.01,30.4
558,11.0,31.34
559,8.91,33.47
560,9.05,33.41
561,9.7,29.4
562,10.4,36.76
563,9.62,32.66
564,9.48,34.71
565,9.32,35.29
566,13.61,35.29
567,10.18,35.47
568,10.43,36.88
569,12.02,32.97
570,10.58,35.84
571,11.62,38.62
572,12.09,37.51
573,11.85,36.62
574,11.11,35.05
575,10.4,36.45
576,12.85,37.03
577,12.97,37.66
578,13.46,37.13
579,12.1,33.99
580,11.84,40.85
581,15.44,41.2
582,12.59,42.14
583,14.18,37.06
584,16.05,41.54
585,14.48,42.37
586,16.42,41.9
587,14.45,41.1
588,15.74,41.46
589,16.48,45.03
590,14.52,45.31
591,15.85,42.58
592,16.34,40.56
593,17.29,42.62
594,17.98,41.55
595,17.64,44.37
596,17.08,40.92
597,17.71,41.81
598,17.18,42.65
599,17.05,46.85
600,19.05,45.29
601,18.65,47.42
602,18.02,45.98
603,19.68,48.34
604,18.75,50.7
605,18.7,43.82
606,19.8,46.86
607,19.73,50.83
608,20.45,50.65
609,20.67,48.62
610,20.73,51.02
611,18.27,47.71
612,20.99,48.63
613,20.12,52.98
614,22.02,50.29
615,21.41,51.16
616,22.34,53.34
617,21.54,48.82
618,24.82,52.77
619,20.75,54.65
620,25.34,51.16
621,23.51,50.72
622,24.14,56.79
623,22.66,52.6
624,23.51,56.56
625,23.48,54.31
626,25.85,55.45
627,25.14,56.85
628,25.28,54.17
629,26.09,52.52
630,24.36,57.89
631,25.41,58.36
632,24.59,56.26
633,26.47,57.99
634,26.27,56.54
635,27.38,58.75
636,26.89,58.17
637,27.53,55.66
638,27.13,62.31
639,27.12,58.39
640,28.84,56.96
641,28.0,60.87
642,26.57,59.31
643,28.84,60.65
644,28.36,56.26
645,29.5,59.51
646,30.09,63.58
647,28.88,59.77
648,30.21,64.67
649,30.04,65.62
650,29.63,63.13
651,31.61,64.37
652,30.25,63.16
653,30.66,65.03
654,31.91,63.94
655,31.19,63.19
656,32.51,64.17
657,31.86,66.01
658,31.88,61.78
659,31.59,65.94
660,32.4,61.65
661,33.6,68.55
662,32.65,66.83
663,34.33,66.05
664,33.0,70.89
665,34.31,65.57
666,33.01,66.82
667,34.89,68.63
668,35.69,68.88
669,35.22,67.22
670,34.71,68.82
671,34.82,69.47
672,34.53,67.94
673,35.71,69.79
674,36.52,68.78
675,37.42,67.16
676,36.37,73.08
677,36.7,68.34
678,37.97,68.11
679,36.72,71.47
680,37.53,71.4
681,37.03,72.16
682,37.2,72.24
683,38.37,74.54
684,39.06,70.28
685,38.03,73.8
686,37.1,74.63
687,38.86,73.42
688,38.72,75.24
689,40.81,75.61
690,39.84,76.27
691,38.56,75.46
692,39.59,76.78
693,38.64,77.05
694,39.76,79.17
695,40.15,77.64
696,41.34,77.19
697,41.72,78.44
698,40.5,76.97
699,38.98,76.21
700,41.11,82.47
701,40.72,80.27
702,42.6,80.84
703,40.48,78.36
704,41.32,79.46
705,41.13,78.2
706,43.46,77.61
707,41.22,80.79
708,42.49,75.72
709,42.46,82.35
710,45.19,77.63
711,42.66,81.4
712,45.53,81.49
713,43.74,79.75
714,44.11,81.76
715,44.0,84.75
716,42.93,79.25
717,45.27,77.69
718,42.13,83.03
719,43.06,80.28
720,44.07,83.98
721,44.55,81.1
722,44.91,83.74
723,45.7,83.07
724,46.55,83.03
725,44.28,83.21
726,46.62,87.13
727,45.33,84.7
728,45.45,85.2
729,47.59,83.91
730,46.37,83.83
731,45.52,88.42
732,47.12,84.41
733,45.49,84.66
734,47.03,82.5
735,45.4,85.01
736,46.28,87.72
737,47.13,86.65
738,48.15,85.59
739,46.69,85.71
740,47.87,84.86
741,46.46,87.91
742,48.35,87.11
743,48.48,88.92
744,46.79,87.87
745,48.23,91.25
746,47.19,89.76
747,46.97,89.63
748,47.61,86.41
749,48.96,86.51
750,49.64,90.27
751,50.97,86.85
752,48.72,89.0
753,49.56,88.96
754,48.92,87.35
755,50.37,91.24
756,49.42,89.12
757,50.07,86.32
758,49.45,89.39
759,49.48,91.69
760,47.43,87.92
761,49.74,92.09
762,48.75,88.47
763,49.83,88.12
764,48.44,89.33
765,49.3,87.8
766,49.27,87.39
767,49.79,92.73
768,49.17,90.97
769,48.86,90.17
770,49.29,89.75
771,49.96,89.85
772,49.24,88.65
773,49.46,94.28
774,50.49,91.65
775,51.23,89.59
776,49.22,88.24
777,48.15,90.89
778,50.73,85.96
779,50.5,86.39
780,48.85,87.39
781,50.07,89.27
782,49.22,92.03
783,49.1,88.3
784,50.97,91.21
785,51.72,92.36
786,50.64,92.38
787,49.21,89.03
788,50.38,91.88
789,48.98,91.3
790,50.28,88.84
791,48.65,90.12
792,50.87,86.91
793,50.71,91.1
794,50.19,91.3
795,50.04,92.18
796,50.28,88.35
797,48.58,88.12
798,50.81,88.3
799,48.62,91.36
800,49.2,88.87
801,48.85,89.31
802,47.62,90.75
803,50.34,91.22
804,51.09,91.87
805,48.51,92.3
806,50.2,91.88
807,49.98,90.79
808,49.38,89.48
809,49.17,89.06
810,49.81,86.32
811,50.43,90.49
812,50.66,84.7
813,49.85,88.21
814,48.74,88.96
815,48.35,84.53
816,49.33,87.9
817,49.2,87.14
818,49.39,86.81
819,46.67,91.1
820,48.71,88.96
821,51.0,89.3
822,46.6,87.28
823,49.61,88.76
824,48.51,86.15
825,49.16,85.59
826,48.38,87.24
827,48.78,87.58
828,46.67,87.59
829,47.8,87.37
830,48.46,83.98
831,47.37,87.17
832,46.57,86.65
833,47.9,88.37
834,46.62,83.89
835,46.92,86.7
836,47.43,88.25
837,46.97,84.36
838,46.56,87.41
839,47.23,84.56
840,45.8,83.11
841,45.86,86.11
842,46.53,82.06
843,45.69,84.57
844,45.68,82.95
845,45.47,85.82
846,44.15,86.67
847,45.3,88.13
848,44.93,79.92
849,45.54,82.11
850,44.18,82.74
851,44.86,83.31
852,44.73,80.07
853,45.28,81.9
854,45.93,81.61
855,45.26,84.98
856,45.75,79.25
857,44.04,80.38
858,43.82,80.09
859,44.24,81.36
860,43.03,80.55
861,43.08,80.35
862,43.24,80.21
863,43.15,80.86
864,42.68,79.41
865,41.68,79.67
866,43.5,79.84
867,43.37,83.11
868,41.73,75.57
869,41.01,76.36
870,40.78,77.28
871,42.01,77.32
872,39.63,77.95
873,42.8,77.75
874,40.54,74.03
875,41.08,76.24
876,40.74,76.96
877,39.64,75.9
878,39.96,74.46
879,38.57,76.1
880,39.04,74.59
881,39.02,76.44
882,38.53,75.42
883,38.53,75.05
884,39.65,72.3
885,37.66,74.52
886,37.56,73.18
887,38.1,70.9
888,37.28,70.98
889,37.32,71.24
890,37.98,69.01
891,37.47,74.88
892,36.9,72.49
893,36.76,72.5
894,35.84,73.56
895,37.14,71.61
896,33.71,69.32
897,35.97,67.69
898,34.51,72.01
899,34.25,70.27
900,34.49,67.14
901,34.08,69.11
902,35.58,66.99
903,34.57,70.45
904,34.94,68.75
905,35.45,66.97
906,32.83,66.46
907,34.48,69.34
908,34.44,66.84
909,35.16,65.46
910,33.62,62.32
911,32.19,64.28
912,32.33,68.56
913,32.25,64.91
914,31.71,63.72
915,32.59,68.1
916,32.18,63.25
917,32.54,65.1
918,30.66,64.13
919,30.69,59.04
920,30.66,60.42
921,31.27,62.76
922,29.1,61.75
923,28.02,61.57
924,28.59,59.71
925,29.51,59.81
926,30.08,61.85
927,30.11,62.55
928,30.57,59.93
929,26.99,63.27
930,27.55,58.3
931,26.25,59.5
932,27.82,61.78
933,26.75,60.08
934,27.39,62.21
935,25.73,58.33
936,24.47,54.33
937,27.79,55.67
938,24.7,55.72
939,25.56,57.14
940,24.11,51.71
941,25.07,53.27
942,24.21,52.74
943,24.54,54.73
944,25.5,55.2
945,24.16,54.11
946,22.33,54.48
947,24.55,55.19
948,24.42,52.66
949,24.27,53.03
950,22.38,51.72
951,23.09,51.95
952,24.06,53.27
953,23.1,54.11
954,22.98,47.9
955,21.83,52.32
956,21.73,47.79
957,20.76,48.43
958,19.63,49.34
959,20.65,46.28
960,20.37,47.55
961,20.61,50.12
962,19.78,45.34
963,20.26,46.33
964,20.66,46.99
965,18.64,46.33
966,19.42,47.75
967,17.17,46.75
968,20.13,45.44
969,18.65,41.48
970,18.71,46.9
971,17.69,48.67
972,20.6,45.62
973,16.33,41.83
974,17.84,43.92
975,16.12,40.78
976,18.31,43.55
977,15.63,44.17
978,14.92,38.79
979,15.09,40.42
980,16.2,42.64
981,15.51,40.47
982,13.55,41.58
983,13.59,41.92
984,15.46,42.75
985,14.73,42.32
986,13.39,42.76
987,13.91,36.29
988,14.19,37.15
989,13.64,37.33
990,13.11,36.85
991,13.62,35.04
992,12.53,36.11
993,12.36,34.8
994,11.84,35.58
995,12.48,39.28
996,12.05,36.18
997,11.86,36.38
998,12.85,35.16
999,12.67,38.51
1000,11.89,35.47
1001,10.66,40.54
1002,11.3,38.97
1003,9.7,34.41
1004,10.37,32.14
1005,10.28,36.03
1006,11.2,36.18
1007,11.5,32.71
1008,9.44,33.76
1009,9.64,34.84
1010,8.98,31.14
1011,9.6,34.46
1012,8.21,29.11
1013,9.81,33.29
1014,9.21,36.05
1015,8.87,32.05
1016,8.75,29.64
1017,6.07,31.38
1018,7.82,29.37
1019,7.35,32.6
1020,7.58,30.81
1021,4.59,28.59
1022,8.21,27.72
1023,5.47,27.28
1024,6.64,26.91
1025,7.68,29.02
1026,6.38,32.01
1027,3.19,27.3
1028,5.37,31.27
1029,5.03,29.66
1030,5.09,30.55
1031,6.02,26.37
1032,5.79,28.17
1033,6.1,26.33
1034,5.93,32.73
1035,4.13,31.66
1036,5.8,26.74
1037,4.33,29.21
1038,3.87,27.16
1039,4.85,25.38
1040,4.33,27.5
1041,4.53,24.95
1042,5.96,24.86
1043,6.21,26.58
1044,5.09,24.95
1045,4.17,28.97
1046,4.3,24.0
1047,3.3,23.0
1048,4.06,20.95
1049,3.18,28.02
1050,3.26,23.84
1051,2.3,27.12
1052,1.52,24.46
1053,2.83,25.59
1054,3.54,23.78
1055,2.6,23.82
1056,2.8,24.63
1057,1.77,21.9
1058,2.87,22.73
1059,0.07,18.04
1060,2.31,22.24
1061,-0.44,20.31
1062,0.46,24.7
1063,2.16,22.56
1064,0.54,25.01
1065,-0.94,22.67
1066,1.84,21.89
1067,2.45,22.47
1068,1.4,20.88
1069,0.43,23.01
1070,1.18,18.25
1071,1.7,18.98
1072,2.17,18.51
1073,0.98,22.43
1074,0.4,18.5
1075,0.59,21.78
1076,0.81,21.77
1077,0.94,18.92
1078,1.29,19.58
1079,1.03,20.6
1080,1.75,20.75
1081,0.12,20.72
1082,2.04,19.24
1083,0.99,22.24
1084,-0.3,22.81
1085,1.6,19.64
1086,1.46,18.89
1087,1.44,20.28
1088,-0.26,20.37
1089,-0.57,19.85
1090,0.25,17.08
1091,0.86,21.28
1092,0.77,16.6
1093,0.12,20.48
1094,0.22,18.76
1095,-1.05,20.92
1096,-0.24,21.36
1097,0.95,20.46
1098,0.85,20.74
1099,-0.04,20.13
1100,1.23,20.46
1101,-0.73,18.76
1102,0.14,19.68
1103,-0.95,19.17
1104,-0.36,21.37
1105,-1.27,21.14
1106,-1.31,17.82
1107,-0.75,23.69
1108,0.84,20.82
1109,0.43,22.61
1110,1.42,21.14
1111,-1.34,21.07
1112,0.94,20.17
1113,2.46,21.48
1114,-1.87,20.22
1115,1.62,17.78
1116,1.11,21.91
1117,1.69,19.89
1118,-0.59,20.76
1119,2.85,19.16
1120,3.55,22.52
1121,1.96,21.42
1122,-0.92,22.21
1123,0.81,21.34
1124,1.65,20.31
1125,1.97,23.13
1126,0.53,19.3
1127,2.38,23.99
1128,1.26,20.68
1129,2.06,19.23
1130,2.71,19.86
1131,1.83,22.18
1132,1.7,22.33
1133,1.06,20.81
1134,0.79,22.21
1135,1.4,22.18
1136,2.85,21.1
1137,0.2,22.14
1138,0.36,23.85
1139,1.28,23.07
1140,3.19,24.36
1141,3.86,23.2
1142,3.62,21.46
1143,1.96,23.14
1144,2.65,26.1
1145,2.2,25.72
1146,3.68,23.9
1147,3.3,23.13
1148,3.29,24.97
1149,2.54,24.71
1150,3.0,25.04
1151,3.89,26.1
1152,4.4,30.36
1153,3.51,25.41
1154,4.59,23.31
1155,4.3,26.55
1156,3.27,23.73
1157,5.29,26.97
1158,4.32,24.96
1159,4.04,22.53
1160,5.16,26.4
1161,4.25,27.31
1162,4.93,26.97
1163,5.24,24.06
1164,5.32,29.17
1165,3.57,24.64
1166,4.9,30.59
1167,4.8,26.65
1168,5.73,31.02
1169,5.36,25.88
1170,4.77,30.51
1171,5.22,29.55
1172,6.65,29.47
1173,5.62,27.1
1174,7.87,30.76
1175,7.91,30.56
1176,7.76,27.62
1177,7.64,31.43
1178,8.68,26.91
1179,7.94,27.65
1180,6.44,29.27
1181,7.13,32.27
1182,8.44,29.33
1183,8.39,30.13
1184,7.99,32.87
1185,8.91,31.31
1186,7.87,30.63
1187,8.35,34.77
1188,9.38,33.51
1189,10.45,31.1
1190,7.74,36.22
1191,10.93,31.85
1192,10.55,32.06
1193,9.99,32.51
1194,10.81,32.43
1195,10.82,33.82
1196,11.01,35.86
1197,11.94,33.81
1198,10.12,35.14
1199,10.98,36.05
1200,11.87,34.52
1201,10.96,34.26
1202,12.29,35.84
1203,11.86,34.78
1204,11.5,39.73
1205,12.75,37.73
1206,14.29,34.9
1207,13.68,38.9
1208,13.71,44.85
1209,14.85,40.74
1210,13.36,38.21
1211,13.94,38.77
1212,14.31,36.52
1213,13.89,41.45
1214,14.98,37.44
1215,15.62,43.04
1216,14.33,43.46
1217,13.88,39.86
1218,13.09,44.29
1219,15.14,45.72
1220,16.83,40.88
1221,16.67,39.01
1222,16.3,45.08
1223,20.43,47.1
1224,16.75,44.5
1225,16.99,43.12
1226,17.33,41.91
1227,17.2,42.59
1228,18.43,44.01
1229,16.69,46.93
1230,19.09,47.0
1231,18.86,41.28
1232,18.65,44.39
1233,18.48,50.41
1234,20.7,49.5
1235,20.54,48.54
1236,20.64,49.73
1237,20.59,44.53
1238,20.6,45.6
1239,20.77,48.99
1240,20.89,49.81
1241,18.97,51.89
1242,20.72,51.67
1243,23.53,52.16
1244,21.29,48.11
1245,22.75,51.43
1246,22.7,51.61
1247,24.35,49.53
1248,25.38,49.83
1249,22.54,53.45
1250,22.95,52.14
1251,23.48,52.7
1252,26.61,50.26
1253,25.75,52.32
1254,24.19,56.68
1255,24.29,50.49
1256,24.26,52.88
1257,24.87,51.51
1258,24.44,55.4
1259,26.86,52.24
1260,26.09,51.93
1261,28.18,55.13
1262,27.09,57.08
1263,25.9,54.99
1264,26.85,54.39
1265,28.74,60.86
1266,26.34,60.27
1267,27.37,60.17
1268,28.55,57.66
1269,27.2,61.95
1270,28.87,61.31
1271,30.67,60.97
1272,30.69,60.32
1273,28.15,64.67
1274,30.2,64.83
1275,28.19,59.13
1276,30.36,60.87
1277,30.18,63.05
1278,32.06,63.09
1279,30.92,63.76
1280,30.97,63.23
1281,31.25,60.47
1282,30.35,63.83
1283,30.64,59.9
1284,32.75,64.1
1285,30.49,64.93
1286,31.77,62.63
1287,31.02,67.38
1288,31.88,68.07
1289,30.52,64.37
1290,32.01,64.96
1291,34.18,68.73
1292,33.08,68.24
1293,32.43,67.23
1294,34.48,66.05
1295,34.05,68.97
1296,34.17,65.41
1297,34.0,70.76
1298,34.42,68.64
1299,34.59,68.66
1300,35.37,68.43
1301,35.67,65.77
1302,35.01,71.58
1303,36.41,72.7
1304,36.8,70.57
1305,35.97,68.98
1306,34.45,74.05
1307,35.82,72.41
1308,39.25,70.38
1309,38.43,69.82
1310,37.26,73.87
1311,36.79,70.67
1312,36.87,77.59
1313,38.98,72.9
1314,37.14,73.2
1315,39.32,75.41
1316,37.92,73.02
1317,38.82,77.02
1318,39.37,77.91
1319,39.43,75.9
1320,42.37,79.03
1321,41.39,80.17
1322,40.87,76.5
1323,43.29,76.42
1324,39.61,76.99
1325,41.67,74.23
1326,40.35,76.46
1327,41.4,78.04
1328,41.09,75.86
1329,42.79,78.57
1330,40.79,78.11
1331,41.56,77.62
1332,40.74,83.4
1333,40.45,77.85
1334,43.07,76.89
1335,44.96,79.35
1336,43.51,78.52
1337,43.73,79.92
1338,42.1,81.12
1339,43.66,82.16
1340,46.35,80.11
1341,44.64,82.67
1342,44.53,83.06
1343,45.26,84.4
1344,44.52,79.67
1345,45.41,82.23
1346,42.21,79.68
1347,46.09,82.0
1348,45.39,84.53
1349,46.56,80.86
1350,44.96,84.02
1351,46.17,84.5
1352,46.63,82.79
1353,44.9,85.21
1354,46.17,83.74
1355,45.87,84.11
1356,45.67,87.11
1357,45.58,86.47
